index,query,priority,intensity
497,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
286,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
587,I have to paint a portrait,1,1
163,I have to watch a documentary,2,4
358,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
146,I have to repair the bike,2,3
627,I have to clean the house,3,1
260,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
351,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
311,I have to take the now GMAT exam,0,2
363,I have to take the today civil engineering exam,0,4
406,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
622,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
971,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
452,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
272,"I have to required clean the house, it will be fastly",1,2
943,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
685,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
293,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
338,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
330,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
652,I need to submit a work order for necessary repairs or maintenance in the office environment,1,2
839,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
389,I have to intensive study for the chemistry exam,2,7
520,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
663,"I have to quickly go shopping at multiple stores, it will be quick",1,4
676,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
120,I have to thorough study for the art exam,2,5
776,I plan to watch a new or favorite movie to relax and unwind after a long day,3,2
230,"I have to by today find something to eat, it will be hard",0,2
383,I plan to watch a new or favorite movie to relax and unwind after a long day,3,2
160,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
911,"I have to last cook for my family, it will be lengthy",1,4
709,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
179,"I need to organize activities to enhance team cohesion and morale, important for maintaining a positive work environment",3,2
551,I have to eventually study for the physics exam,3,6
422,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
466,I have to soon study for the physics exam,2,6
1,I have to paint a portrait,1,1
768,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
481,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
746,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
296,"I need to complete necessary administrative forms, a task that takes little time but needs to be done",3,1
752,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
774,I have to finish the project report,3,4
121,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
790,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
975,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
580,I have to take the now LSAT exam,0,2
188,I have to finish the project report,3,3
781,I plan to binge-watch the latest season of a highly recommended series,3,2
583,I have to read a book,1,2
655,"I have to last go shopping for electronics, it will be learn",3,3
272,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
218,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
43,I have to clean the windows,2,1
629,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
657,I plan to binge-watch the latest season of a highly recommended series,3,2
376,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
136,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
551,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
527,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
977,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
151,I have to sometime this week study for the social studies exam,3,4
257,I plan to watch a new or favorite movie to relax and unwind after a long day,3,2
304,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
74,I have to call a friend,1,3
160,I have to take the eventually LSAT exam,2,2
342,I have to clean my room,1,1
126,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
324,I need to submit a work order for necessary repairs or maintenance in the office environment,1,2
951,I have to do the laundry,3,1
177,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
844,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
274,I have to important study for the communications exam,2,4
